TortoiseID,EncounterDate,Fieldworker1,Fieldworker2,Fieldworker3,SWC,NewGrowth,ForelegDirt,GeneticsSample,ToxicologySample,ToxDuplicateSample,ToxWholeBloodSample,ErodedNarisLeft,ErodedNarisLeftValue,ErodedNarisRight,ErodedNarisRightValue,OcclusionNarisLeft,OcclusionNarisLeftValue,OcclusionNarisRight,OcclusionNarisRightValue,EdemaEyeLeft,PalpebraeUpperEyeLeft,PalpebraeLowerEyeLeft,PeriocularUpperEyeLeft,PeriocularLowerEyeLeft,EdemaEyeRight,PalpebraeUpperEyeRight,PalpebraeLowerEyeRight,PeriocularUpperEyeRight,PeriocularLowerEyeRight,DischargeEyeLeft,DischargeEyeRight,BulgingEyeLeft,BulgingEyeRight,SunkenEyeLeft,SunkenEyeRight,GlobeEyeLeft,GlobeEyeRight,NaresEyesComments,TraumaHeadDistribution,TraumaHeadSeverity,TraumaHeadChronicity,TraumaGularDistribution,TraumaGularSeverity,TraumaGularChronicity,TraumaPlastronDistribution,TraumaPlastronSeverity,TraumaPlastronChronicity,TraumaCarapaceDistribution,TraumaCarapaceSeverity,TraumaCarapaceChronicity,TraumaLimbsDistribution,TraumaLimbsSeverity,TraumaLimbsChronicity,SkinDamage,SkinDamageDescribe,ScuteBoneReplacement,TraumaComments,LaminaePeeling,LaminaePeelingDescribe,Pitting,PittingDescribe,FungalAreas,FungalAreasDescribe,DiseaseHeadDistribution,DiseaseHeadSeverity,DiseaseHeadChronicity,DiseaseGularDistribution,DiseaseGularSeverity,DiseaseGularChronicity,DiseasePlastronDistribution,DiseasePlastronSeverity,DiseasePlastronChronicity,DiseaseCarapaceDistribution,DiseaseCarapaceSeverity,DiseaseCarapaceChronicity,DiseaseLimbsDistribution,DiseaseLimbsSeverity,DiseaseLimbsChronicity,DiseaseComments,DataMigrated,DataProofed,TortoiseType,TortoiseStatus
BS345,5/14/2015,Cynthia Furman,Max Havelka,,3,Fine Line,No,,Y,N,N,No,1,No,1,None,1,None,1,No,1,1,1,1,No,1,1,1,1,None,None,No,No,No,No,Clear-Bright,Clear-Bright,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,N,,N,,No,,No,,No,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,Resident,Tracked
BS345,9/13/2015,Jeff Valentine,Shawn Lindey,,2,Fine Line,No,,N,N,N,No,1,No,1,None,1,None,1,No,1,1,1,1,Yes,1,2,1,1,Dry Crust,Dry Crust,No,No,No,No,Clear-Bright,Clear-Bright,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,N,,N,,No,,No,,No,,1,1,1,1,1,1,1,1,1,1,1,1,4,2,3,,1,1,Resident,Tracked
BS345,5/16/2016,Nicole Stephens,Shawn Lindey,,2,Fine Line,No,,,,,No,1,No,1,None,1,None,1,No,1,1,1,1,No,1,1,1,1,None,Dry Crust,No,No,No,No,Clear-Bright,Clear-Bright,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,N,,N,,No,,No,,No,,1,1,1,1,1,1,1,1,1,1,1,1,3,2,3,,1,0,Resident,Tracked
BS345,9/21/2016,Jeff Valentine,Chandra Llewellyn,,3,Fine Line,No,,,,,No,1,No,1,None,1,None,1,No,1,1,1,1,Yes,1,2,1,1,None,None,No,No,No,No,Clear-Bright,Clear-Bright,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,N,,N,,No,,No,,No,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,0,0,Resident,Tracked
BS346,9/30/2012,Jay Meyers,Christine Stirling,,1,> 1 mm,No,,,,,No,1,No,1,None,1,None,1,Yes,1,1,1,2,Yes,1,1,1,2,None,None,No,No,No,No,Clear-Bright,Clear-Bright,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,N,,N,,No,,No,,No,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,Resident,Dead (BO 2011)
BS346,5/18/2013,Jay Meyers,Shawn Lindey,,2,Fine Line,No,,,,,No,1,No,1,None,1,None,1,Unkno,,,,,Unkno,,,,,None,None,No,No,,,Clear-Bright,Clear-Bright,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,N,,N,,No,,No,,No,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,Resident,Dead (BO 2011)
BS346,9/27/2013,Geo Keyes,Nicole Stephens,,2,<1 mm,No,N,N,,,No,1,No,1,None,1,None,1,No,1,1,1,1,No,1,1,1,1,None,None,No,No,No,No,Clear-Bright,Clear-Bright,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,N,,N,,No,,No,,No,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,Resident,Dead (BO 2011)
BS346,5/19/2014,Chandra Llewellyn,Shannon DiRuzzo,,2,None,No,N,N,N,,No,1,No,1,None,1,None,1,No,1,1,1,1,Yes,1,2,1,2,None,None,No,No,No,No,Clear-Bright,Clear-Bright,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,N,,N,,No,,No,,No,,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,,1,1,Resident,Dead (BO 2011)
BS349,9/30/2012,Jay Meyers,Christine Stirling,,1,> 1 mm,No,,,,,No,1,No,1,None,1,None,1,No,1,1,1,1,No,1,1,1,1,None,None,No,No,No,No,Clear-Bright,Clear-Bright,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,N,,N,,No,,No,,No,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,Resident,Dead (BO 2011)
BS349,5/18/2013,Geo Keyes,Cynthia Furman,,2,Fine Line,No,,,,,No,1,No,1,None,1,None,1,No,1,1,1,1,Yes,2,1,1,1,None,None,No,No,,,Clear-Bright,Clear-Bright,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,N,,N,,No,,No,,No,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,Resident,Dead (BO 2011)
BS35,5/19/2011,Leslie Backus,Rafe McGuire,,,Yes,No,,,,,,,,,None,1,None,1,No,1,1,1,1,No,1,1,1,1,None,None,No,No,No,No,Clear & Bright,Clear & Bright,Nares Exudate: ; Nares Erosion: ; Eyes: R/L eye dirt & sand at fornix,1,1,1,4,4,2,3,4,2,2,4,2,1,1,1,No,,Yes,"Head: ; Gular: Diagram indicates old chew trauma on both ventral and dorsal sides ; Plastron: Old chew trauma on seams R/L pectoral/abdominals, mid-line humerals, & femorals. Bone/scute on R femoral and L abdominal (more? drawing hard to decipher).; Carap",No,,No,,No,,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,"Head: ; Gular: ; Plastron: ; Carapace: Diagram indicates V2, LC2, RC2- yellowish flaking of laminae edges ; Limbs:",0,0,Translocatee (2012 Short),Dead (BO 2011)
BS35,10/10/2011,Liz Smith,Peter Woodman,,3,< 1 mm,No,,,,,No,1,No,1,None,1,None,1,No,1,1,1,1,Yes,1,2,1,1,None,None,No,No,Yes,Yes,Clear & Bright,Clear & Bright,Nares Exudate: ; Nares Erosion: ; Eyes: Dirt/sand in eye- R lateral canthus,1,1,1,3,3,2,3,3,2,2,3,2,1,1,1,,,No,"Head: ; Gular: Outer layers of keratin missing; Plastron: Tooth marks to left side & outer layers of keratin missing; Carapace: LC2 divot, bone exposed/tooth mark RM9,11. LM8,9 chewed off; Limbs:",No,,No,,No,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Head: ; Gular: ; Plastron: ; Limbs:,0,0,Translocatee (2012 Short),Dead (BO 2011)
BS35,5/14/2012,Laura Pavliscak,Wayne Ball,,3,Fine Line,No,,,,,No,1,No,1,None,1,None,1,Yes,2,2,2,1,Yes,2,2,2,1,None,None,No,No,No,No,Clear-Bright,Clear-Bright,,1,1,1,4,3,2,2,2,2,2,2,2,1,1,1,N,,Y,,No,,No,,No,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,Translocatee (2012 Short),Dead (BO 2011)
BS35,5/30/2012,Shawn Lindey,Jay Meyers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Translocatee (2012 Short),Dead (BO 2011)
BS353,5/16/2013,Geo Keyes,Cynthia Furman,,2,None,No,,,,,No,1,No,1,None,1,None,1,No,1,1,1,1,No,1,1,1,1,None,None,No,No,,,Clear-Bright,Clear-Bright,,1,1,1,1,1,1,2,2,2,2,2,2,2,3,2,N,,Y,,No,,No,,No,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,Resident,Tracked (Missing)
BS354,5/19/2013,Shawn Lindey,Jay Meyers,,2,None,No,,,,,No,1,No,1,None,1,None,1,Yes,2,2,1,1,Yes,2,2,1,1,None,None,No,No,,,Clear-Bright,Clear-Bright,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,N,,N,,No,,No,,No,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,Resident,Tracked
BS354,9/27/2013,Geo Keyes,Nicole Stephens,,2,>1 mm,No,Y,N,,,No,1,No,1,None,1,None,1,No,1,1,1,1,No,1,1,1,1,None,None,No,No,No,No,Clear-Bright,Clear-Bright,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,N,,N,,No,,No,,No,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,Resident,Tracked
BS354,5/19/2014,Chandra Llewellyn,Shannon DiRuzzo,,2,Fine Line,No,N,N,N,,Yes,2,Yes,2,None,1,None,1,No,1,1,1,1,No,1,1,1,1,None,None,No,No,No,No,Clear-Bright,Clear-Bright,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,N,,N,,No,,No,,No,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,Resident,Tracked
BS354,9/15/2014,Max Havelka,Nicole Stephens,,2,>1 mm,No,N,N,N,N,No,1,No,1,None,1,None,1,Yes,1,1,3,1,Yes,1,1,2,1,None,None,No,No,No,No,Clear-Bright,Clear-Bright,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,N,,N,,No,,No,,No,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,Resident,Tracked
BS354,5/12/2015,Jay Meyers,Amanda Scheib,,2,Fine Line,No,,N,N,N,No,1,No,1,None,1,None,1,No,1,1,1,1,No,1,1,1,1,None,None,No,No,No,No,Clear-Bright,Clear-Bright,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,N,,N,,No,,No,,No,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,Resident,Tracked
BS354,5/29/2015,Jay Meyers,Max Havelka,,,,,,Y,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Resident,Tracked
BS354,9/15/2015,Shawn Lindey,Jeff Valentine,,2,<1 mm,No,,N,N,N,No,1,No,1,None,1,None,1,Yes,1,2,1,1,No,1,1,1,1,None,None,No,No,No,No,Clear-Bright,Clear-Bright,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,N,,N,,No,,No,,No,,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,,1,1,Resident,Tracked
BS354,5/15/2016,Nicole Stephens,Shawn Lindey,,2,Fine Line,No,,,,,No,1,No,1,None,1,None,1,No,1,1,1,1,No,1,1,1,1,None,None,No,No,No,No,Clear-Bright,Clear-Bright,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,N,,N,,No,,No,,No,,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,Whitish ringing at base of scales.,1,0,Resident,Tracked
BS354,9/20/2016,Chandra Llewellyn,Jeff Valentine,,3,<1 mm,No,,,,,No,1,No,1,None,1,None,1,No,1,1,1,1,No,1,1,1,1,None,None,No,No,No,No,Clear-Bright,Clear-Bright,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,N,,N,,No,,No,,No,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,0,0,Resident,Tracked
BS356,5/19/2013,Shawn Lindey,Jay Meyers,,2,Fine Line,No,,,,,No,1,No,1,None,1,None,1,Yes,2,2,1,1,Yes,2,2,1,1,None,None,No,No,,,Clear-Bright,Clear-Bright,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,N,,N,,No,,No,,No,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,Resident,Dead (BO 2011)
BS36,5/19/2011,Leslie Backus,Rafe McGuire,,,Yes,No,,,,,,,,,None,1,None,1,No,1,1,1,1,No,1,1,1,1,None,None,No,No,No,No,"Clear & Bright, Mucus Present","Clear & Bright, Mucus Present",Nares Exudate: ; Nares Erosion: ; Eyes: Conjunctiva obscured by mucus.  R/L eye dirt mixed w/ mucus.,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,No,,No,Head: ; Gular: ; Plastron: ; Carapace: ; Limbs:,No,,No,,No,,1,1,1,1,1,1,2,2,2,1,1,1,2,2,3,"Head: ; Gular: ; Plastron: Diagram indicates yellowish flaking of laminae R humeral, R/L pectoral & abdominal.; Carapace: Diagram indicates congenital sinking noted on V2,3 RC1-3, & LC1-3; Limbs: Diagram indicates whitish ringing of scales R/L forelimbs",0,0,Translocatee (2012 Short),Dead (BO 2011)
BS36,5/14/2012,Imogen Daly,Jacquelyn Smith,,3,Fine Line,No,,,,,No,1,No,1,Partial,2,Partial,2,No,1,1,1,1,No,1,1,1,1,Dry Crust,Dry Crust,No,No,No,No,Clear-Bright,Clear-Bright,,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,N,,N,,Yes,,No,,No,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,Translocatee (2012 Short),Dead (BO 2011)
BS36,9/28/2012,Kelly Herbinson,TG Jackson,,2,Fine Line,No,,,,,Yes,2,No,1,None,1,None,1,Yes,2,1,1,1,Yes,2,1,1,1,None,Damp,No,No,No,No,Clear-Bright,Clear-Bright,,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,N,,Y,,Yes,See drawing,No,,No,,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,,1,1,Translocatee (2012 Short),Dead (BO 2011)
BS36,5/20/2013,Nicole Stephens,Cynthia Furman,,4,None,No,,,,,No,1,No,1,None,1,None,1,No,1,1,1,1,No,1,1,1,1,None,Dry Crust,No,No,,,Clear-Bright,Clear-Bright,,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,N,,Y,,No,,No,,No,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,Translocatee (2012 Short),Dead (BO 2011)
BS37,5/17/2011,Peter Woodman,Peter Praschag,,,Yes,No,,,,,,,,,None,1,None,1,Yes,1,2,1,1,Yes,2,1,1,1,Dry Crust; Mucoid Di,Dry Crust; None,No,No,No,No,Clear & Bright,Clear & Bright,Nares Exudate: ; Nares Erosion: ; Eyes: Conjunctiva both occluded- R dried mucus & L mucus blob,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,No,,No,Head: ; Gular: ; Plastron: ; Carapace: ; Limbs:,No,,No,,No,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Head: ; Gular: ; Plastron: ; Carapace: ; Limbs:,0,0,Translocatee (2012 Long),Tracked
BS37,10/8/2011,Bryan Reiley,Cynthia Furman,,4,> 1 mm,No,,,,,No,1,No,1,None,1,None,1,No,1,1,1,1,No,1,1,1,1,Dry Crust; None,Dry Crust; None,No,No,No,No,Clear & Bright,Clear & Bright,Nares Exudate: ; Nares Erosion: ; Eyes:,1,1,1,3,2,2,1,1,1,1,1,1,1,1,1,No,,No,Head: ; Gular: Outer laminae damage; Plastron: ; Carapace: ; Limbs:,No,,No,,No,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Head: ; Gular: ; Plastron: ; Carapace: ; Limbs:,0,0,Translocatee (2012 Long),Tracked
BS37,5/24/2012,Amanda Scheib,Jeff Valentine,,4,< 1 mm,No,,,,,No,1,No,1,None,1,None,1,No,1,1,1,1,No,1,1,1,1,None,None,No,No,No,No,Clear-Bright,Clear-Bright,,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,N,,N,Outer toenail broken on L+R forelimbs. Healed trauma on R hindlimb.,No,,No,,No,,1,1,1,1,1,1,2,2,3,4,2,3,1,1,1,Yellow flaking on all carapace scutes. White discoloration in all carapace + medial plastron seams.,1,1,Translocatee (2012 Long),Tracked
BS37,9/22/2012,Wayne Ball,Jay Meyers,,4,Fine Line,No,,,,,No,1,No,1,None,1,None,1,No,1,1,1,1,No,1,1,1,1,None,None,No,No,Yes,Yes,Clear-Bright,Clear-Bright,,1,1,1,1,1,1,2,2,2,1,1,1,2,2,2,N,,N,,No,,No,,No,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,Translocatee (2012 Long),Tracked
BS37,5/16/2013,Jay Meyers,Shawn Lindey,,5,None,Yes,,,,,No,1,No,1,None,1,None,1,Yes,1,1,1,2,Yes,1,1,2,2,None,None,No,No,,,Clear-Bright,Clear-Bright,,1,1,1,1,1,1,2,2,2,1,1,1,2,2,2,N,,Y,,No,,No,,No,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,Translocatee (2012 Long),Tracked
BS37,9/24/2013,Jay Meyers,Laura Pavliscak,,5,<1 mm,Yes,Y,N,,,No,1,No,1,None,1,Partial,2,No,1,1,1,1,Yes,2,1,1,1,None,None,No,No,Yes,Yes,Clear-Bright,Clear-Bright,"Abundant forage material on face and forelimbs (dark, gunky).",1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,Y,Pink recent scar on carapace integument seam.,N,,No,,No,,No,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,Translocatee (2012 Long),Tracked
BS37,5/21/2014,Shawn Lindey,Nicole Stephens,,5,<1 mm,No,N,N,N,,No,1,Yes,2,None,1,None,1,Yes,1,2,1,1,Yes,1,2,1,1,None,None,No,No,No,No,Clear-Bright,Clear-Bright,,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,N,,N,,No,,No,,No,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,Translocatee (2012 Long),Tracked
BS37,9/19/2014,Jeff Valentine,Geo Keyes,,5,Fine Line,No,N,N,N,N,No,1,No,1,None,1,None,1,Yes,2,2,1,1,No,1,1,1,1,None,None,No,No,No,No,Clear-Bright,Clear-Bright,,1,1,1,1,1,1,2,2,2,1,1,1,2,3,2,Y,Fresh trauma sub-carapacial region,Y,,No,,No,,No,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,Translocatee (2012 Long),Tracked
BS37,5/14/2015,Wayne Ball,Jacquelyn Smith,,4,None,No,,Y,N,N,No,1,No,1,Partial,2,Partial,2,Yes,2,1,2,1,Yes,2,1,2,1,None,None,No,No,Yes,Yes,Clear-Bright,Clear-Bright,,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,N,,N,,No,,No,,No,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,Translocatee (2012 Long),Tracked
BS37,9/14/2015,La Deana Jeane,Jacquelyn Smith,,4,Fine Line,No,,N,N,N,No,1,No,1,None,1,None,1,No,1,1,1,1,No,1,1,1,1,None,None,No,No,Yes,No,Clear-Bright,Clear-Bright,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Y,Old healed scars,N,,No,,No,,No,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,Translocatee (2012 Long),Tracked
BS37,5/15/2016,TG Jackson,Amanda Scheib,,4,None,No,,,,,No,1,No,1,None,1,None,1,No,1,1,1,1,Yes,1,1,2,1,None,None,No,No,Yes,Yes,Clear-Bright,Clear-Bright,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,N,,N,,No,,No,,No,,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,,1,0,Translocatee (2012 Long),Tracked
BS37,9/23/2016,Laura Pavliscak,Cynthia Furman,,4,Fine Line,No,,,,,No,1,No,1,None,1,None,1,No,1,1,1,1,Yes,2,1,1,1,None,None,No,No,Yes,Yes,Clear-Bright,Clear-Bright,Both eyes slightly sunken.,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,N,,Y,,No,,No,,No,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,0,0,Translocatee (2012 Long),Tracked
BS38,6/9/2011,Laura Pavliscak,Kelly Herbinson,,,,No,,,,,,,,,None,1,None,1,Yes,1,2,1,2,Yes,1,1,1,2,Dry Crust; None,Dry Crust; None,No,No,No,No,Clear-Bright,Clear-Bright,,1,1,1,1,1,1,1,1,1,2,2,2,3,4,2,No,,No,"Carapace: bone scute replacement; Limbs: Missing L hindlimb above knee; both forelimbs, scales missing",No,,No,,No,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,0,0,Translocatee (2012 Short),Dead (BO 2011)
BS38,5/20/2012,Kelly Herbinson,TG Jackson,,3,Fine Line,No,,,,,No,1,No,1,None,1,Partial,3,Yes,2,2,1,1,Yes,2,1,1,1,None,None,No,No,No,No,Clear-Bright,Clear-Bright,Inflamed right nares (pink & red swollen),1,1,1,1,1,1,1,1,1,2,2,2,3,4,2,N,,Y,,No,,No,,No,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,Translocatee (2012 Short),Dead (BO 2011)
BS38,10/2/2012,Max Havelka,Kelly Herbinson,,4,Fine Line,No,,,,,No,1,No,1,None,1,None,1,Yes,2,3,1,1,Yes,2,3,1,1,Damp,Damp,No,No,No,No,Clear-Bright,Clear-Bright,,1,1,1,1,1,1,1,1,1,2,2,2,3,4,2,N,,Y,,No,,No,,No,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,Translocatee (2012 Short),Dead (BO 2011)
BS41,5/19/2011,Leslie Backus,Rafe McGuire,,,Yes,No,,,,,,,,,None,1,None,1,No,1,1,1,1,No,1,1,1,1,None,Dry Crust; None,No,No,No,No,Clear & Bright,Clear & Bright,Nares Exudate: ; Nares Erosion: ; Eyes: R eye- dirt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,No,,No,Head: ; Gular: ; Plastron: ; Carapace: ; Limbs:,No,,No,,No,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Head: ; Gular: ; Plastron: ; Carapace: ; Limbs:,0,0,Translocatee (2012 Short),Tracked
BS41,10/10/2011,Craig Himmelwright,,,3,< 1 mm,No,,,,,No,1,No,1,None,1,None,1,Yes,2,1,1,1,No,1,1,1,1,None,None,No,No,No,No,Clear & Bright,Clear & Bright,Nares Exudate: ; Nares Erosion: ; Eyes:,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,No,,No,Head: ; Gular: ; Plastron: ; Carapace: ; Limbs:,No,,No,,No,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Head: ; Gular: ; Plastron: ; Carapace: ; Limbs:,0,0,Translocatee (2012 Short),Tracked
BS41,5/14/2012,Imogen Daly,Jacquelyn Smith,,2,None,No,,,,,No,1,No,1,None,1,Partial,2,No,1,1,1,1,No,1,1,1,1,None,None,No,No,Yes,Yes,Clear-Bright,Clear-Bright,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,N,,N,,No,,No,,No,,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,,1,1,Translocatee (2012 Short),Tracked
BS41,10/2/2012,Max Havelka,Kelly Herbinson,,3,> 1 mm,No,,,,,No,1,No,1,Partial,2,None,1,Yes,2,1,2,1,Yes,2,1,2,1,None,Dry Crust,No,No,No,No,Clear-Bright,Clear-Bright,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,N,,N,,No,,No,,No,,3,2,2,1,1,1,1,1,1,1,1,1,3,2,2,,1,1,Translocatee (2012 Short),Tracked
BS41,5/17/2013,John Hillman,Jeff Valentine,,3,>1 mm,No,,,,,No,1,No,1,None,1,None,1,Yes,2,2,2,1,Yes,2,1,1,1,None,None,No,No,,,Clear-Bright,Clear-Bright,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,N,,N,,No,,No,,No,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1mm white growth on roof of mouth,1,1,Translocatee (2012 Short),Tracked
BS41,9/27/2013,Craig Himmelwright,Brian Cohn,,2,>1 mm,No,Y,N,,,No,1,No,1,None,1,None,1,No,1,1,1,1,No,1,1,1,1,None,None,No,No,No,No,Clear-Bright,Opacities,"R eye central corneal opacity, appears as a bump.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,N,,N,,No,,No,,No,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,Translocatee (2012 Short),Tracked
BS41,5/20/2014,Imogen Daly,Cynthia Furman,,3,None,No,N,N,N,,No,1,No,1,None,1,None,1,No,1,1,1,1,No,1,1,1,1,None,None,No,No,No,No,Clear-Bright,Clear-Bright,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,N,,N,,No,,No,,No,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,Translocatee (2012 Short),Tracked
BS41,9/21/2014,Jeff Valentine,Geo Keyes,,3,<1 mm,No,Y,Y,Y,N,No,1,No,1,None,1,None,1,Yes,2,2,1,1,Yes,1,2,1,1,None,None,No,No,No,No,Clear-Bright,Clear-Bright,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,N,,N,,No,,No,,No,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,Translocatee (2012 Short),Tracked
BS41,5/15/2015,Jeff Valentine,Brian Cohn,,3,Fine Line,No,,Y,N,N,No,1,No,1,None,1,None,1,Yes,1,2,1,1,Yes,2,2,1,1,Dry Crust,Dry Crust,No,No,Yes,Yes,Clear-Bright,Clear-Bright,Eyes slightly recessed,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,N,,N,,No,,No,,No,,3,2,3,1,1,1,1,1,1,1,1,1,3,2,3,,1,1,Translocatee (2012 Short),Tracked
BS41,9/13/2015,Cynthia Furman,Jay Meyers,,3,Fine Line,No,,N,N,N,No,1,No,1,None,1,None,1,Yes,2,1,1,1,No,1,1,1,1,None,None,No,No,No,No,Clear-Bright,Clear-Bright,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,N,,N,,No,,No,,No,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,Translocatee (2012 Short),Tracked
BS41,5/15/2016,Jeff Valentine,Chandra Llewellyn,,3,<1 mm,No,,,,,No,1,No,1,None,1,None,1,Yes,2,1,2,1,Yes,1,2,1,2,None,None,No,No,No,No,Clear-Bright,Clear-Bright,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,N,,N,,No,,No,,No,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,0,Translocatee (2012 Short),Tracked
BS41,9/22/2016,Brian Cohn,Geo Keyes,,3,Fine Line,No,,,,,No,1,No,1,None,1,None,1,Yes,2,1,2,1,Yes,2,1,2,1,None,None,No,No,No,No,Clear-Bright,Clear-Bright,,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,N,,N,,No,,No,,No,,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,,0,0,Translocatee (2012 Short),Tracked
